====================================================================================================================================
                                                               S L S                                                                
                                                            version: 3.3                                                            
                                                S I M U L A T I O N   R E S U L T S                                                 
====================================================================================================================================
 time         | c   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   r 
 in 1e-09 sec | l   2   4   8   1   3   6   1   2   5   1   2   4   8   1   3   6   1   e 
              | k               6   2   4   2   5   1   0   0   0   1   6   2   5   3   s 
     604100.0 | 1   0   1   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604101.1 | 1   1   1   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604200.0 | 0   1   1   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604300.0 | 1   1   1   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604301.4 | 1   0   1   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604302.7 | 1   0   0   1   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604304.0 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604305.0 | 1   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604400.0 | 0   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604500.0 | 1   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604501.1 | 1   1   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604600.0 | 0   1   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604700.0 | 1   1   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604701.4 | 1   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604702.4 | 1   0   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604800.0 | 0   0   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604900.0 | 1   0   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     604901.1 | 1   1   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605000.0 | 0   1   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605100.0 | 1   1   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605101.4 | 1   0   1   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605102.7 | 1   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605103.7 | 1   0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605200.0 | 0   0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605300.0 | 1   0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605301.1 | 1   1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605400.0 | 0   1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605500.0 | 1   1   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605501.4 | 1   0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605502.4 | 1   0   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605600.0 | 0   0   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605700.0 | 1   0   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605701.1 | 1   1   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605800.0 | 0   1   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605900.0 | 1   1   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605901.4 | 1   0   1   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605902.7 | 1   0   0   1   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605904.0 | 1   0   0   0   1   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605905.3 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     605906.3 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606000.0 | 0   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606100.0 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606101.1 | 1   1   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606200.0 | 0   1   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606300.0 | 1   1   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606301.4 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606302.4 | 1   0   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606400.0 | 0   0   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606500.0 | 1   0   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606501.1 | 1   1   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606600.0 | 0   1   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606700.0 | 1   1   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606701.4 | 1   0   1   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606702.7 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606703.7 | 1   0   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606800.0 | 0   0   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606900.0 | 1   0   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     606901.1 | 1   1   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607000.0 | 0   1   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607100.0 | 1   1   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607101.4 | 1   0   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607102.4 | 1   0   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607200.0 | 0   0   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607300.0 | 1   0   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607301.1 | 1   1   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607400.0 | 0   1   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607500.0 | 1   1   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607501.4 | 1   0   1   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607502.7 | 1   0   0   1   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607504.0 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607505.0 | 1   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607600.0 | 0   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607700.0 | 1   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607701.1 | 1   1   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607800.0 | 0   1   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607900.0 | 1   1   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607901.4 | 1   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     607902.4 | 1   0   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608000.0 | 0   0   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608100.0 | 1   0   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608101.1 | 1   1   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608200.0 | 0   1   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608300.0 | 1   1   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608301.4 | 1   0   1   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608302.7 | 1   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608303.7 | 1   0   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608400.0 | 0   0   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608500.0 | 1   0   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608501.1 | 1   1   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608600.0 | 0   1   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608700.0 | 1   1   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608701.4 | 1   0   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608702.4 | 1   0   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608800.0 | 0   0   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608900.0 | 1   0   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     608901.1 | 1   1   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609000.0 | 0   1   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609100.0 | 1   1   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609101.4 | 1   0   1   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609102.7 | 1   0   0   1   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609104.0 | 1   0   0   0   1   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609105.3 | 1   0   0   0   0   1   0   1   1   1   1   0   1   0   0   0   0   0   0
     609106.6 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     609107.6 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609200.0 | 0   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609300.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609301.1 | 1   1   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609400.0 | 0   1   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609500.0 | 1   1   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609501.4 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609502.4 | 1   0   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609600.0 | 0   0   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609700.0 | 1   0   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609701.1 | 1   1   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609800.0 | 0   1   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609900.0 | 1   1   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609901.4 | 1   0   1   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609902.7 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     609903.7 | 1   0   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610000.0 | 0   0   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610100.0 | 1   0   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610101.1 | 1   1   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610200.0 | 0   1   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610300.0 | 1   1   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610301.4 | 1   0   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610302.4 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610400.0 | 0   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610500.0 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610501.1 | 1   1   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610600.0 | 0   1   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610700.0 | 1   1   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610701.4 | 1   0   1   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610702.7 | 1   0   0   1   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610704.0 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610705.0 | 1   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610800.0 | 0   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610900.0 | 1   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     610901.1 | 1   1   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611000.0 | 0   1   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611100.0 | 1   1   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611101.4 | 1   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611102.4 | 1   0   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611200.0 | 0   0   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611300.0 | 1   0   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611301.1 | 1   1   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611400.0 | 0   1   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611500.0 | 1   1   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611501.4 | 1   0   1   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611502.7 | 1   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611503.7 | 1   0   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611600.0 | 0   0   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611700.0 | 1   0   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611701.1 | 1   1   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611800.0 | 0   1   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611900.0 | 1   1   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611901.4 | 1   0   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     611902.4 | 1   0   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612000.0 | 0   0   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612100.0 | 1   0   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612101.1 | 1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612200.0 | 0   1   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612300.0 | 1   1   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612301.4 | 1   0   1   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612302.7 | 1   0   0   1   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612304.0 | 1   0   0   0   1   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612305.3 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     612306.3 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612400.0 | 0   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612500.0 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612501.1 | 1   1   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612600.0 | 0   1   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612700.0 | 1   1   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612701.4 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612702.4 | 1   0   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612800.0 | 0   0   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612900.0 | 1   0   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     612901.1 | 1   1   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613000.0 | 0   1   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613100.0 | 1   1   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613101.4 | 1   0   1   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613102.7 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613103.7 | 1   0   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613200.0 | 0   0   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613300.0 | 1   0   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613301.1 | 1   1   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613400.0 | 0   1   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613500.0 | 1   1   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613501.4 | 1   0   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613502.4 | 1   0   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613600.0 | 0   0   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613700.0 | 1   0   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613701.1 | 1   1   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613800.0 | 0   1   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613900.0 | 1   1   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613901.4 | 1   0   1   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613902.7 | 1   0   0   1   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613904.0 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     613905.0 | 1   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614000.0 | 0   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614100.0 | 1   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614101.1 | 1   1   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614200.0 | 0   1   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614300.0 | 1   1   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614301.4 | 1   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614302.4 | 1   0   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614400.0 | 0   0   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614500.0 | 1   0   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614501.1 | 1   1   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614600.0 | 0   1   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614700.0 | 1   1   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614701.4 | 1   0   1   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614702.7 | 1   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614703.7 | 1   0   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614800.0 | 0   0   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614900.0 | 1   0   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     614901.1 | 1   1   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615000.0 | 0   1   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615100.0 | 1   1   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615101.4 | 1   0   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615102.4 | 1   0   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615200.0 | 0   0   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615300.0 | 1   0   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615301.1 | 1   1   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615400.0 | 0   1   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615500.0 | 1   1   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615501.4 | 1   0   1   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615502.7 | 1   0   0   1   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615504.0 | 1   0   0   0   1   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615505.3 | 1   0   0   0   0   1   1   1   1   1   1   0   1   0   0   0   0   0   0
     615506.6 | 1   0   0   0   0   0   1   1   1   1   1   0   1   0   0   0   0   0   0
     615507.9 | 1   0   0   0   0   0   0   1   1   1   1   0   1   0   0   0   0   0   0
     615509.2 | 1   0   0   0   0   0   0   0   1   1   1   0   1   0   0   0   0   0   0
     615510.5 | 1   0   0   0   0   0   0   0   0   1   1   0   1   0   0   0   0   0   0
     615511.8 | 1   0   0   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0
     615513.1 | 1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
     615514.1 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615600.0 | 0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615700.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615701.1 | 1   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615800.0 | 0   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615900.0 | 1   1   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615901.4 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     615902.4 | 1   0   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616000.0 | 0   0   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616100.0 | 1   0   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616101.1 | 1   1   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616200.0 | 0   1   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616300.0 | 1   1   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616301.4 | 1   0   1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616302.7 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616303.7 | 1   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616400.0 | 0   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616500.0 | 1   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616501.1 | 1   1   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616600.0 | 0   1   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616700.0 | 1   1   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616701.4 | 1   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616702.4 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616800.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616900.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     616901.1 | 1   1   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617000.0 | 0   1   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617100.0 | 1   1   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617101.4 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617102.7 | 1   0   0   1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617104.0 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617105.0 | 1   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617200.0 | 0   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617300.0 | 1   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617301.1 | 1   1   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617400.0 | 0   1   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617500.0 | 1   1   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617501.4 | 1   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617502.4 | 1   0   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617600.0 | 0   0   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617700.0 | 1   0   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617701.1 | 1   1   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617800.0 | 0   1   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617900.0 | 1   1   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617901.4 | 1   0   1   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617902.7 | 1   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     617903.7 | 1   0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618000.0 | 0   0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618100.0 | 1   0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618101.1 | 1   1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618200.0 | 0   1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618300.0 | 1   1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618301.4 | 1   0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618302.4 | 1   0   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618400.0 | 0   0   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618500.0 | 1   0   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618501.1 | 1   1   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618600.0 | 0   1   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618700.0 | 1   1   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618701.4 | 1   0   1   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618702.7 | 1   0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618704.0 | 1   0   0   0   1   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618705.3 | 1   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
     618706.3 | 1   0   0   0   0   1   0   0   0   0   0   1   1   0   0   0   0   0   0
